Prueba 20,400,14600,2200,3000,4600,6400,7000,8900,10800,13300,15600,18400,21000,24200,27100,29900,35800,38000,42200,46300,50600,56200,107000,67100,70300,77200,80500,94700,216700,98900,112700,111800,118700,144400,132700,152700,161400,169000,171400,171500,192600,188300,294500,204900,367700,236200,283300,242400,287400,263600,269500,306500,418100,303700,334300,496700,339400,387300,371400,413600,434200,399000,635000,483700,507300,448800,579900,531300,489500,592700,692200,532400,547000,802800,658300,673400,691200,638000,727300,775800,712200,805400,718600,796000,839800,856800,934800,895600,915800,823600,951000,1006200,996200,973800,1071400,1007500,1087500,1106500,1128900
Prueba 21,500,1300,2200,3100,4600,6200,6900,8800,10900,13000,16700,18300,21400,24200,27500,30600,34700,38300,41900,46800,50500,55000,61000,64900,70300,77600,100800,93500,207200,98900,111800,113100,119000,127500,133000,151400,160100,167700,171200,171400,193800,189000,198200,207100,215100,239500,322200,244400,279500,262000,274100,306100,294000,342600,342600,454700,339100,423200,370600,445200,416800,396800,411200,481300,435600,671600,499500,529200,491800,591600,553200,532700,545300,800000,734800,673000,690800,640300,727200,790800,687000,806900,740100,856000,838400,856200,904100,896200,913200,820300,966700,1001300,1025800,993100,1072100,985600,1084000,1156400,1128500
Prueba 22,300,1300,2300,2900,4400,8300,6900,9100,10900,13100,15600,19200,21100,25000,45500,30500,34100,68600,45800,46600,50600,56100,59600,111100,71200,77200,82000,92500,131400,122100,112300,112200,119900,129500,131900,153300,163800,165900,171500,170800,193800,188100,284000,205800,214800,242500,232500,243300,280000,261900,273700,305300,295600,303900,470000,484800,500200,398100,370800,427800,416100,398200,449400,498800,435900,449400,492300,547300,488400,589500,524600,533200,543100,558700,685900,672700,691200,655400,727000,765400,684700,802000,736400,818300,837000,856000,900000,897000,916100,848700,932400,978400,998500,983500,1072400,980100,1084100,1139700,1160300
Prueba 23,500,1400,2400,16500,4400,7100,7300,8800,11100,13000,15300,18100,21300,24100,64200,30000,34500,37800,41800,46500,50900,54800,60100,64600,137000,75200,80600,96100,176400,100200,111400,114800,190700,128700,131600,150700,167100,183500,172600,172400,194200,188200,197100,204700,216200,242800,233800,243500,281200,264100,272000,314700,293400,305900,470000,398800,338000,398000,370900,411000,417900,394200,414200,496700,440800,448500,499500,557800,491700,588200,531300,534500,815100,561200,577000,674100,690300,721000,728700,766700,720300,803200,739400,819800,876900,858000,902700,959700,916300,910800,957100,985300,999100,1009900,1076000,997200,1128600,1136200,1160300
Prueba 24,500,1400,2200,2800,4500,6400,6900,9000,12100,13000,15700,18500,20900,24100,58100,32200,34400,38200,43600,46200,50100,55000,61200,65000,69800,76900,80900,93300,209200,124800,117600,114900,118600,128700,133300,152300,166300,169800,170700,171700,195100,187200,194500,205400,214200,242200,232000,241800,282900,263100,274100,306100,295500,305100,499300,326600,464300,379700,370300,416100,418000,636400,443200,493100,473600,449600,541200,544600,489700,581000,531800,533100,548400,809700,575300,673300,691500,653700,727800,767900,686500,805000,750500,819500,858800,865900,875100,919500,917100,823400,931000,976600,999100,1033700,1101200,979800,1117500,1135200,1127000
Prueba 25,400,1300,2300,2800,4700,7700,6900,8600,11000,13100,16000,18400,20800,24600,27000,30500,35800,38800,42000,46000,51500,56200,60600,65400,70300,76600,81000,91000,209900,100900,119200,114100,119400,129300,131800,151000,163700,182300,168700,170200,195200,187200,196600,206300,214900,248200,233800,296000,280700,263000,273800,305600,295300,305100,426000,372900,339100,389800,369600,413400,416500,399000,425900,488100,437200,450100,496900,540600,706600,558500,746700,530000,547900,561900,576200,673400,691000,655100,727400,745400,685100,805500,720000,818200,890200,840800,877100,909800,915700,824500,955100,977400,997400,1144100,1072500,1061600,1084300,1171300,1130000
Prueba 26,500,1300,2300,2800,4500,6400,7200,9100,11100,13200,17100,17800,21400,24700,27400,30900,34600,37900,43400,46700,50300,55500,60100,65000,71000,88200,81400,94100,243700,101700,134000,115800,118900,130000,133400,150500,161800,168100,172200,176800,193200,186700,195700,205600,215100,236200,232400,439700,266400,263200,273900,306600,294400,305900,317900,362300,340500,388000,370100,414000,415400,401000,439900,483000,436400,447900,465000,543300,527100,615100,532100,610300,549100,609700,576500,673700,691000,653300,726600,744300,687300,802800,719000,817500,837300,813100,875800,895400,917600,819200,930800,1007900,1001300,1304200,1071200,984300,1140500,1141500,1133500
Prueba 27,300,1300,2400,2800,4500,6200,7100,8800,10800,13400,15600,18000,21400,24100,27100,30900,35000,38600,42100,46000,51500,55200,61200,66300,70300,75700,81700,98500,211200,99300,122700,116300,118100,129400,133600,153700,198700,169200,171200,208700,192900,187900,195300,217200,214600,235900,232700,385200,264900,262600,273400,310500,293900,349500,546500,366900,337600,388100,370000,414200,417900,397000,408600,481300,435600,448400,463100,543500,517100,600000,531700,530600,546300,625500,576800,671300,693200,654000,724000,805300,686600,801200,720300,815300,838400,815300,875400,896400,918100,852400,958100,1006300,999700,1053600,1084600,982700,1116000,1141300,1160700
Prueba 28,300,1400,2500,2900,4700,6100,6900,8900,11000,13100,15100,17800,20900,23900,27200,30500,33900,38400,42000,81100,50700,55200,59600,64900,69900,76000,81500,96000,134200,101600,165600,113600,118200,127500,131300,150600,160300,170800,172300,174400,194600,189100,194700,205600,422000,241800,233900,303900,282400,263000,273300,323600,295400,303100,518000,396600,424400,387300,368200,415200,427200,724500,410200,495000,436600,449800,507900,543900,507300,602600,531900,573200,736500,561000,578900,673800,690800,653200,727100,765700,719900,820800,719400,819600,839400,815200,875000,897800,919900,822700,957500,1019900,1015500,975400,1069700,995400,1095400,1106400,1130200
Prueba 29,400,1100,2200,3000,4700,6100,7300,9100,11200,14600,15400,18300,21200,25600,27400,30500,34400,37900,42000,46200,50500,54900,59800,65300,70000,73700,82400,95100,131900,100900,233800,119000,118500,129700,133500,151400,157600,209200,172700,180100,195400,187800,195900,206500,215800,243100,232900,242500,271700,370300,271200,314200,294600,305000,407700,380500,339900,389500,371700,414800,425600,560800,425400,497700,437200,520000,496400,541300,586500,591500,542700,532900,619800,560900,577300,673500,692500,653500,726400,766000,705800,814100,719900,815400,836900,752000,875300,895900,918800,851100,958400,989000,998100,941900,1071000,979000,1088600,1161800,1166300
Prueba 30,300,1000,2200,2900,4500,6100,6900,9100,10700,14100,15300,17900,21000,38000,27100,30900,35300,39000,41800,47700,50300,56400,61200,64500,71200,75700,81800,92500,204900,133100,190300,117500,119000,227700,132000,151300,160900,203800,171100,180900,194800,188100,195700,205300,361800,234300,303600,243800,272600,374400,273200,314500,294400,304700,567100,775700,338600,387500,369200,413300,432600,438800,431100,498800,628800,448500,462100,542600,508700,597900,707600,532300,550300,581100,578800,673400,690000,653000,727500,780700,704500,804700,720900,817000,835700,750800,874300,895200,917800,893200,956900,977900,997000,998300,1096300,1026800,1116900,1133800,1159700
Prueba 31,500,1000,2200,3200,4400,6100,7100,8900,12100,29500,16800,19400,21000,24600,27100,30500,34100,38200,42200,90800,51000,55600,59800,130000,70100,75400,81100,91300,207700,104400,194000,114900,120200,128600,132200,153200,158700,276200,172600,251700,192900,188500,195600,206800,212900,241400,233800,243800,272000,454300,273100,314300,438200,304000,568200,517700,338700,387000,371500,413800,417900,398100,518900,495800,465800,449800,460700,542800,490500,556500,621000,533300,544500,561500,833000,673800,691600,653200,725100,746200,706900,811100,719500,818800,836300,964500,926100,897100,934100,820400,956100,1003800,1035100,991600,1066600,976800,1114600,1135400,1180900
Prueba 32,300,1100,15300,2800,4600,6000,7100,8600,10700,13900,15700,18700,21200,24600,26900,31300,34300,38300,42300,47500,50200,54400,60000,65200,70600,76100,81800,93700,191700,98800,183000,115500,118700,129500,132800,244500,164100,184000,171600,180000,192500,188000,194400,205200,214500,243100,231300,242800,272300,353700,272200,313700,310800,304800,409600,594800,339000,387000,361400,413100,415900,399000,463000,498400,462800,450100,531700,541900,522000,584600,606600,532500,548000,595700,780600,674300,692100,733500,728400,746200,710500,804600,720500,820000,843500,1031100,906500,897100,917900,823400,983000,1005500,997800,1017700,1073300,979400,1098700,1105100,1127200
Prueba 33,400,1000,2300,16200,4400,6500,6800,9100,11000,14700,15800,18500,20900,24100,27200,30500,33900,38400,42200,46100,50500,55200,61100,65600,70500,140100,81100,96900,158600,99500,161200,115600,118100,127600,131600,153000,184300,286000,170900,179200,194500,201100,196000,205800,215700,241300,233800,274800,272200,275000,357100,313900,411800,304600,421400,406600,340000,387500,360200,412900,428600,399300,492600,468600,502200,449800,507300,543800,492500,569800,530600,530900,545200,843200,575700,671400,691000,637100,726400,745000,669900,803400,718200,818200,838200,1045300,889600,895600,915400,822800,956100,982400,996800,1035700,1070600,981100,1084600,1170300,1149400
Prueba 34,300,1100,2300,3000,4500,6100,7100,9000,11300,46400,15800,17900,20900,24300,27500,31000,33800,40800,41400,45500,51500,55900,59400,66800,71400,74100,81000,92300,139600,141100,152500,114700,119400,128800,132200,150000,195700,224000,172900,181300,194400,187200,272100,206600,214000,240800,233700,244800,272600,276200,273200,313200,291500,304600,618400,510000,338300,388600,361400,439000,428800,399700,484300,468800,462800,447900,462100,552200,606100,574500,529700,532300,546600,599500,576300,692400,689500,637700,725500,747000,1454300,780000,720700,820800,837800,753200,878300,895900,915400,822700,957500,977200,998600,1048600,1079200,981200,1081200,1138000,1161600
Prueba 35,800,1000,2300,3100,4400,6100,7000,8800,10900,14700,15700,18700,21900,24400,27300,32200,35900,55000,41700,45800,50100,56400,61000,64900,69400,77100,80800,94100,98900,150800,172200,114200,119400,128900,173500,150100,160400,173500,171700,180800,193500,187400,197300,205100,215400,243200,232900,243100,280900,275900,273700,298800,362200,305400,457200,388300,389500,387500,370600,425200,416700,401700,419000,481900,496400,448500,465800,590900,488100,573900,529400,531700,547800,591100,578000,673400,690200,681600,726700,798800,732600,780600,733300,821400,838000,752400,877900,896500,915900,824300,954600,983300,1028800,1049700,1070800,978500,1112200,1103900,1162000
Prueba 36,500,1100,15700,3000,4500,6300,7300,9000,11200,13500,16800,18300,20600,23500,27500,30400,34100,38600,41900,46500,50700,55600,61100,65300,69800,76400,82500,90600,100400,211500,184000,114100,118900,159700,152400,152700,158700,155500,171000,180100,222100,272600,196000,204600,215700,245200,233900,343600,273700,277300,273700,306600,295300,308500,530900,425300,340500,420000,369000,426300,415400,396600,446500,481700,458800,449300,463000,551300,785800,593800,556200,532500,741600,589800,576500,673100,691000,652700,724900,765300,706200,835100,719900,818500,837900,793900,879900,896900,917800,844000,958200,978600,997000,1046900,1071800,1020400,1113600,1105600,1137700
Prueba 37,400,1100,2300,3200,4600,6000,6900,9000,11100,13700,15600,18600,21000,24200,27000,31300,34200,38000,42000,46000,50800,54800,60400,65100,69600,75400,82000,93900,102300,99300,163500,116400,118500,128400,137600,164600,161100,168700,171700,179600,216800,188400,197000,204800,212000,235400,231700,243200,273600,277400,272300,305100,294800,597300,554400,585200,338400,396200,369800,436100,414300,400200,421400,535900,474800,448800,463400,541800,523800,574100,545400,532200,547200,640200,589900,674200,691100,654800,725400,760200,706200,804800,719800,816800,870100,863100,878100,895000,954300,851100,956500,979500,1032400,1042500,1070900,979800,1106900,1150000,1161000
Prueba 38,500,1100,2300,3000,4400,6000,7100,8800,11000,13300,15200,18100,20900,23700,26900,30100,34200,37900,41700,46700,50900,54900,60200,64900,69700,75400,80400,92600,112000,99400,129500,118300,119700,127800,132700,154600,158300,159100,171700,181000,295300,188300,197300,205100,214900,240800,234400,242500,272000,273600,304800,304800,303000,305400,406600,514100,386200,404000,369300,413300,416800,396700,420200,484600,437100,451200,565600,543200,501900,589400,547700,533100,652300,606400,621400,674200,689000,653400,728100,743000,708700,806200,751800,818300,860700,822300,924400,896500,942000,822400,1020000,1003800,999000,1057100,1072000,981800,1084600,1138600,1160600
Prueba 39,300,1200,15500,2800,5800,6200,7100,8900,11000,13500,15400,18200,22200,24200,27400,30800,34100,38300,41800,46900,51500,55100,61200,64700,71000,75500,80100,92100,113400,98300,160800,132000,120000,129200,132700,153900,215300,159000,171400,248000,271200,188900,196500,204700,215000,241600,274800,241900,273200,276500,272700,322900,302800,304800,378200,517700,448300,398000,368100,415700,439200,432300,421100,483400,437700,450500,462400,542500,489100,575300,546000,532300,567100,606200,608000,671100,689100,653200,725900,744400,712100,806000,721000,817600,864000,881800,901000,899600,943100,820000,953000,1006600,997900,1027100,1071100,983200,1084200,1139600,1139100
Prueba 40,900,1000,2100,2900,4600,6200,7000,9000,11000,13300,15800,18500,20600,24200,27000,31000,35200,37700,41900,45800,52600,55400,60100,65200,70600,75600,81100,93400,123800,98800,167000,180600,118200,128900,133500,156600,170800,161700,171600,180200,180000,205400,196800,204400,302400,242600,443300,241500,273300,275700,272700,312200,311000,311400,337100,471700,446800,377600,372200,472100,427300,539800,419600,484500,618100,449100,778000,543300,490900,575800,546800,532800,626400,625600,736800,672800,690000,651200,722500,744000,706500,781400,719000,816600,816300,788900,883600,967900,910800,911000,953500,977300,1027700,1054200,1103800,1002700,1118700,1135000,1128400
Prueba 41,400,900,2400,2900,4800,6100,7300,9800,11000,13100,15600,18200,20900,23900,27500,30300,34200,39100,43500,46300,51800,55800,59700,65600,70000,77200,81200,93100,138100,100200,219500,117100,118500,127100,132100,154300,159300,161400,171300,315700,179900,193400,197300,204000,284900,242600,302300,242900,282100,276500,274400,313600,318300,411800,441700,344800,591900,386400,371900,571500,431000,398100,421500,498100,435700,451100,461400,544000,491000,572800,547000,572100,728500,622000,781200,672000,690200,652600,727100,742900,814800,781800,719400,817800,836700,791700,874700,922600,917600,822300,956200,977800,1027500,1053800,1071300,1012900,1118200,1106100,1166800
Prueba 42,400,1000,2200,2900,4500,6100,7000,22600,11100,13400,15500,18500,21000,24400,27200,30300,34200,38000,42100,46400,50700,55200,61200,64900,70200,75300,80600,92500,123900,98400,157900,117900,118400,129100,132400,157700,202100,163700,171300,271500,179100,195600,197000,207100,215500,243000,241700,280100,280300,279300,274500,313300,317800,302400,512100,344000,338100,388000,372400,425600,428700,398600,783800,540000,736900,450700,463300,542600,526500,574300,543900,531600,547500,619400,623400,674300,690200,651000,726200,742900,866700,780100,717400,820000,837200,788600,877400,910300,915800,820500,957800,977800,1029600,1050400,1071900,972300,1118200,1140700,1161100
Prueba 43,500,1000,2300,3000,4700,6400,7400,9200,10700,13000,15800,18600,20600,23800,27300,30400,34800,38100,43200,46000,50200,56900,60100,64600,71700,90200,80800,95100,113600,100600,157300,155600,119700,127800,133100,154600,162700,162700,171800,280400,179000,190500,196700,206800,212900,241100,255900,242900,280700,275800,273800,313600,308900,472100,516000,344400,339400,386700,371600,446200,432000,398200,412100,481300,579300,450100,465000,542500,541500,572700,619100,532000,545200,650100,637800,673000,689300,651400,736900,759900,857000,824000,720800,850000,838500,845400,874400,897200,922300,836300,956600,1004900,1009500,1051300,1072500,983800,1105900,1103100,1163000
Prueba 44,500,1200,2400,2900,4500,6000,7100,9000,10900,13000,15700,18100,21400,23800,27300,30700,34500,38000,42200,46100,51000,54600,59700,65900,69500,77300,82900,95700,114900,100400,123400,118000,118300,128900,133500,156000,211800,165800,171400,270500,178400,192500,197100,262000,213600,242400,236900,243100,280100,275700,273100,324300,309500,304800,726900,342600,339600,402500,371500,424500,453800,398100,411100,424900,437300,448600,462400,533500,491100,590700,518600,533100,990300,648000,637800,674000,690800,651200,725400,765000,707700,803800,719500,820500,837200,828900,875500,894300,917800,822200,1016300,1005500,999000,1047600,1097000,1004900,1082900,1168500,1127700
